"Survey","Site","Station","StationName","Quadrat","TotalSpat","TotalSeed","TotalLegal","Weight_kg","Number_drills","Month","Day","Year","Period","Season"
"Spring","AB",5,"Eleven Mile",13,0,0,0,0.3,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",14,0,0,0,0.3,0,3,24,2021,12,"Winter"
"Spring","AB",5,"Eleven Mile",15,0,0,0,0.3,0,3,24,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",1,18,4,0,1.8,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",2,20,5,0,1.4,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",3,16,4,0,1.2,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",4,12,3,0,1.2,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",5,18,4,0,1.9,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",6,12,3,0,1.2,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",7,25,6,0,1.6,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",8,19,5,0,1.6,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",9,7,2,0,1.2,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",10,16,4,0,1.8,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",11,16,4,0,1.1,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",12,20,5,0,1.6,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",13,17,4,0,1.2,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",14,15,4,0,1.3,0,3,23,2021,12,"Winter"
"Spring","AB",6,"Halfmoon",15,8,2,0,0.9,0,3,23,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",1,10,2,0,1.6,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",2,9,2,0,3.2,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",3,0,0,0,1,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",4,4,1,0,0.9,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",5,26,6,0,2.4,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",6,1,0,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",7,10,2,0,1.4,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",8,12,3,0,1.5,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",9,0,0,0,0.7,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",10,0,0,0,0.2,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",11,1,0,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",12,5,1,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",13,1,0,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",14,5,1,0,1.1,0,3,31,2021,12,"Winter"
"Spring","AB",7,"Lighthouse",15,1,0,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",1,3,1,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",2,9,2,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",3,1,0,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",4,8,2,0,0.8,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",5,3,1,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",6,0,0,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",7,11,3,0,1,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",8,5,1,0,0.8,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",9,4,1,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",10,2,0,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",11,3,1,0,0.8,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",12,6,1,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",13,1,0,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",14,3,1,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",8,"Normans",15,5,1,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",1,2,0,0,1.6,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",2,4,1,0,1.8,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",3,6,1,0,1.4,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",4,4,1,0,1.7,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",5,0,0,0,1.2,1,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",6,9,2,0,2.2,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",7,1,0,0,2.1,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",8,2,0,0,1.4,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",9,1,0,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",10,41,10,1,2.8,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",11,17,4,0,2.2,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",12,29,7,0,2.4,1,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",13,18,4,0,2.3,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",14,8,2,0,0.9,0,3,31,2021,12,"Winter"
"Spring","AB",9,"Hotel",15,10,2,0,3.9,1,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",1,0,0,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",2,0,0,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",3,0,0,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",4,1,0,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",5,2,0,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",6,0,0,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",7,0,0,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",8,1,0,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",9,0,0,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",10,1,0,0,0.8,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",11,0,0,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",12,0,0,0,0.7,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",13,1,0,0,0.7,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",14,3,1,0,1,0,3,31,2021,12,"Winter"
"Spring","AB",10,"East Lumps",15,1,0,0,0.8,0,3,31,2021,12,"Winter"
"Spring","AB",11,"Cat Point",1,2,0,0,0.5,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",2,2,0,0,0.7,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",3,0,0,0,0.4,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",4,3,1,0,0.4,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",5,3,1,0,0.4,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",6,3,1,0,0.5,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",7,5,1,0,0.7,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",8,1,0,0,0.6,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",9,7,2,0,1.4,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",10,1,0,0,0.4,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",11,0,0,0,0.4,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",12,0,0,0,0.4,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",13,2,0,0,0.5,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",14,3,1,0,0.5,0,3,23,2021,12,"Winter"
"Spring","AB",11,"Cat Point",15,2,0,0,0.6,0,3,23,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",1,1,0,0,0.2,1,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",2,3,1,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",3,2,0,0,0.2,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",4,2,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",5,2,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",6,0,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",7,4,1,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",8,0,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",9,2,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",10,4,1,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",11,3,1,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",12,0,0,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",13,0,0,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",14,2,0,0,0.2,0,3,31,2021,12,"Winter"
"Spring","AB",12,"Easthole #7",15,6,1,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",1,14,3,0,0.6,1,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",2,20,5,0,0.6,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",3,13,3,0,0.5,1,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",4,8,2,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",5,23,6,0,0.8,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",6,8,2,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",7,7,2,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",8,16,4,0,0.5,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",9,31,7,1,1,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",10,2,0,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",11,7,2,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",12,10,2,0,0.2,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",13,13,3,0,0.4,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",14,10,2,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",13,"Platform",15,16,4,0,1.2,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",1,0,0,0,0.04,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",2,1,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",3,0,0,0,0.2,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",4,11,3,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",5,2,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",6,0,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",7,7,2,0,0.3,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",8,20,5,0,0.2,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",9,1,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",10,9,2,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",11,9,2,0,0.2,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",12,15,4,0,0.2,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",13,6,1,0,0.04,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",14,4,1,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",14,"Porters",15,1,0,0,0.1,0,3,31,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",1,2,0,0,0.8,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",2,2,0,0,1.1,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",3,3,1,0,0.7,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",4,2,0,0,1.3,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",5,0,0,0,0.6,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",6,13,3,0,0.7,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",7,4,1,0,0.6,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",8,4,1,0,0.5,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",9,7,2,0,0.8,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",10,8,2,0,0.8,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",11,6,1,0,1.2,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",12,4,1,0,0.6,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",13,0,0,0,0.6,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",14,0,0,0,0.4,0,3,23,2021,12,"Winter"
"Spring","AB",15,"Bulkhead",15,8,2,0,1.1,0,3,23,2021,12,"Winter"
"Supplemental","AB",393,"393",1,28,4,1,4.6,0,4,26,2021,13,"Winter"
"Supplemental","AB",393,"393",2,22,3,1,3.5,0,4,26,2021,13,"Winter"
"Supplemental","AB",393,"393",3,36,5,1,5.2,0,4,26,2021,13,"Winter"
"Supplemental","AB",393,"393",4,17,2,1,3.7,0,4,26,2021,13,"Winter"
"Supplemental","AB",393,"393",5,22,3,1,4.2,0,4,26,2021,13,"Winter"
"Supplemental","AB",395,"395",1,37,5,2,7,0,4,26,2021,13,"Winter"
"Supplemental","AB",395,"395",2,30,4,1,5.2,0,4,26,2021,13,"Winter"
"Supplemental","AB",395,"395",3,40,6,2,6.3,0,4,26,2021,13,"Winter"
"Supplemental","AB",395,"395",4,26,4,1,5.2,0,4,26,2021,13,"Winter"
"Supplemental","AB",395,"395",5,41,6,2,5.2,0,4,26,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",1,2,0,0,1.2,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",2,0,0,0,1.2,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",3,5,1,0,1.4,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",4,1,0,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",5,5,1,0,1.4,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",6,5,1,0,2.3,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",7,2,0,0,1.2,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",8,2,0,0,1,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",9,0,0,0,1.4,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",10,12,2,0,4.1,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",11,5,1,0,1.3,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",12,1,0,0,1.2,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",13,0,0,0,1.1,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",14,0,0,0,1.8,0,9,29,2021,13,"Winter"
"Fall","AB",1,"Paradise Flats",15,3,0,0,1.8,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",1,3,0,0,1.5,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",2,10,1,0,1.4,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",3,12,2,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",4,15,2,1,0.9,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",5,13,2,1,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",6,9,1,0,1.6,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",7,14,2,1,1.5,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",8,12,2,0,1.8,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",9,12,2,0,2.1,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",10,17,2,1,1,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",11,5,1,0,1,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",12,12,2,0,2,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",13,6,1,0,2.1,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",14,1,0,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",2,"Cabbage Top",15,3,0,0,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",1,3,0,0,0.9,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",2,5,1,0,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",3,20,3,1,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",4,7,1,0,1.3,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",5,1,0,0,0.9,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",6,11,2,0,0.9,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",7,2,0,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",8,3,0,0,1,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",9,7,1,0,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",10,25,4,1,1.1,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",11,4,1,0,1.1,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",12,27,4,1,1,1,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",13,4,1,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",14,13,2,1,1.2,0,9,29,2021,13,"Winter"
"Fall","AB",3,"Dry Bar North",15,4,1,0,0.9,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",1,3,0,0,0.4,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",2,0,0,0,1,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",3,0,0,0,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",4,1,0,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",5,0,0,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",6,1,0,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",7,0,0,0,0.3,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",8,9,1,0,0.3,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",9,6,1,0,0.2,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",10,0,0,0,0.4,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",11,6,1,0,0.5,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",12,2,0,0,0.4,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",13,0,0,0,0.4,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",14,2,0,0,0.5,0,9,29,2021,13,"Winter"
"Fall","AB",4,"Green Point",15,0,0,0,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",1,2,0,0,0.8,1,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",2,1,0,0,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",3,4,1,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",4,1,0,0,0.5,1,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",5,0,0,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",6,0,0,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",7,1,0,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",8,2,0,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",9,2,0,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",10,3,0,0,0.7,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",11,4,1,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",12,0,0,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",13,0,0,0,0.6,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",14,0,0,0,0.8,0,9,29,2021,13,"Winter"
"Fall","AB",5,"Eleven Mile",15,2,0,0,1.2,0,9,29,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",1,90,13,4,1.3,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",2,73,11,3,1.6,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",3,171,25,7,2.7,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",4,84,12,3,0.9,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",5,72,11,3,3.1,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",6,92,14,4,1.7,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",7,86,13,4,2,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",8,184,27,8,2,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",9,165,24,7,2.6,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",10,89,13,4,1.5,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",11,35,5,1,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",12,138,20,6,2.5,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",13,52,8,2,0.8,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",14,56,8,2,0.8,0,9,28,2021,13,"Winter"
"Fall","AB",6,"Halfmoon",15,44,6,2,1.9,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",1,71,10,3,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",2,5,1,0,0.7,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",3,3,0,0,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",4,11,2,0,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",5,2,0,0,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",6,10,1,0,0.5,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",7,5,1,0,0.5,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",8,4,1,0,5,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",9,0,0,0,4,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",10,7,1,0,0.6,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",11,1,0,0,0.5,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",12,8,1,0,0.5,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",13,8,1,0,0.4,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",14,2,0,0,0.4,0,9,28,2021,13,"Winter"
"Fall","AB",7,"Lighthouse",15,5,1,0,0.5,0,9,28,2021,13,"Winter"
"Fall","AB",8,"Normans",1,7,1,0,0.7,1,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",2,0,0,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",3,8,1,0,0.9,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",4,7,1,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",5,2,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",6,19,3,1,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",7,1,0,0,1.2,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",8,2,0,0,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",9,0,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",10,2,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",11,0,0,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",12,0,0,0,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",13,8,1,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",14,1,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",8,"Normans",15,9,1,0,0.5,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",1,0,0,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",2,3,0,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",3,3,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",4,1,0,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",5,2,0,0,1,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",6,22,3,1,1.1,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",7,6,1,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",8,2,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",9,7,1,0,0.8,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",10,11,2,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",11,3,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",12,6,1,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",13,0,0,0,0.6,1,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",14,2,0,0,0.6,0,9,27,2021,13,"Winter"
"Fall","AB",9,"Hotel",15,3,0,0,0.7,0,9,27,2021,13,"Winter"
"Fall","AB",10,"East Lumps",1,4,1,0,0.3,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",2,2,0,0,0.2,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",3,6,1,0,0.3,0,9,28,2021,13,"Winter"
"Fall","AB",10,"East Lumps",4,0,0,0,0.2,0,9,28,2021,13,"Winter"
