"Bay","Project","Year","Month","Day","Site","Period","Season","Bottom","Cultch","Quadrat","Weight_kg","Spat","Seed","Legal","Weight"
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",300,11,1.1,6,10,0,1.1
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",300,12,1.2,14,23,0,1.2
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",300,13,0.8,1,2,0,0.8
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",300,14,1.75,20,32,0,1.75
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",300,15,2.3,40,64,0,2.3
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,1,5.4,75,122,0,5.4
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,2,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,3,0.4,0,1,0,0.4
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,4,0.4,1,1,0,0.4
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,5,1.1,1,2,0,1.1
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,6,1.15,5,8,0,1.15
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,7,2,17,28,0,2
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,8,1.1,0,0,0,1.1
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,9,4.5,66,107,0,4.5
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,10,1.9,13,20,0,1.9
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,11,0.75,1,1,0,0.75
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,12,0.4,0,0,0,0.4
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,13,0.4,0,0,0,0.4
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,14,0.45,0,0,0,0.45
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",100,15,0.55,1,2,0,0.55
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,1,2.25,29,47,0,2.25
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,2,2.25,28,45,0,2.25
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,3,4,3,5,0,4
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,4,2.25,22,35,0,2.25
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,5,2.9,4,7,0,2.9
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,6,4.75,18,29,0,4.75
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,7,3,24,40,0,3
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,8,1.95,13,21,0,1.95
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,9,2.75,18,29,0,2.75
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,10,1.65,19,31,0,1.65
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,11,3,42,68,0,3
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,12,2.25,26,41,0,2.25
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,13,1.25,0,0,0,1.25
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,14,1.25,1,2,0,1.25
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",400,15,4.75,20,32,0,4.75
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,1,1,0,0,0,1
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,2,0.6,0,0,0,0.6
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,3,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,4,0.7,0,0,0,0.7
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,5,0.45,0,0,0,0.45
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,6,0.4,0,0,0,0.4
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,7,0.6,0,0,0,0.6
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,8,0.6,0,0,0,0.6
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,9,0.7,0,1,0,0.7
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,10,0.62,0,0,0,0.62
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,11,0.7,0,0,0,0.7
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,12,1.15,0,0,0,1.15
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,13,0.75,0,0,0,0.75
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,14,0.4,0,0,0,0.4
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",0,15,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,1,0.35,0,0,0,0.35
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,2,0.3,0,0,0,0.3
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,3,0.3,0,0,0,0.3
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,4,0.85,1,2,0,0.85
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,5,1,3,4,0,1
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,6,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,7,0.5,1,2,0,0.5
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,8,0.25,0,0,0,0.25
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,9,0.7,0,0,0,0.7
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,10,0.65,0,1,0,0.65
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,11,0.6,1,2,0,0.6
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,12,0.75,3,5,0,0.75
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,13,0.7,0,0,0,0.7
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,14,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2016,5,31,"Dry Bar",3,"Summer","Shell",200,15,0.55,0,1,0,0.55
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,1,0.25,0,1,0,0.25
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,2,0.4,4,6,0,0.4
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,3,0.25,0,1,0,0.25
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,4,0.35,1,2,0,0.35
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,5,0.45,1,2,0,0.45
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,6,0.35,0,0,0,0.35
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,7,0.35,0,0,0,0.35
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,8,0.35,1,2,0,0.35
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,9,0.5,3,4,0,0.5
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,10,0.4,2,3,0,0.4
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,11,0.3,2,4,0,0.3
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,12,0.2,0,0,0,0.2
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,13,0.25,2,3,0,0.25
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,14,0.3,1,1,0,0.3
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",0,15,0.25,3,5,0,0.25
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,1,1,9,15,0,1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,2,2,27,43,0,2
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,3,0.9,4,7,0,0.9
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,4,0.8,14,23,0,0.8
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,5,0.8,7,11,0,0.8
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,6,0.6,7,12,0,0.6
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,7,1.05,14,23,0,1.05
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,8,0.9,14,23,0,0.9
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,9,0.65,3,4,0,0.65
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,10,0.5,4,7,0,0.5
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,11,0.55,1,2,0,0.55
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,12,0.7,5,8,0,0.7
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,13,0.7,1,2,0,0.7
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,14,0.6,2,4,0,0.6
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",200,15,0.9,8,13,0,0.9
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,1,4.15,71,115,0,4.15
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,2,3.8,54,87,0,3.8
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,3,3.4,38,62,0,3.4
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,4,1.3,4,7,0,1.3
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,5,2,15,25,0,2
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,6,3.5,39,63,0,3.5
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,7,1.1,6,9,0,1.1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,8,1.1,12,20,0,1.1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,9,1.15,7,11,0,1.15
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,10,1.05,21,34,0,1.05
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,11,3.75,45,73,0,3.75
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,12,2,21,34,0,2
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,13,3.3,17,27,0,3.3
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,14,1.3,21,34,0,1.3
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",100,15,1,7,12,0,1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,1,3.1,52,85,0,3.1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,2,2.15,23,37,0,2.15
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,3,2,29,47,0,2
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,4,4.5,35,56,0,4.5
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,5,3.4,48,78,0,3.4
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,6,1.65,14,22,0,1.65
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,7,1.4,9,14,0,1.4
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,8,3.1,50,82,0,3.1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,9,0.85,5,8,0,0.85
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,10,1,4,7,0,1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,11,5.1,19,31,0,5.1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,12,2.6,36,58,0,2.6
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,13,7.6,46,74,0,7.6
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,14,7.4,68,110,0,7.4
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",400,15,4.1,37,61,0,4.1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,1,3.25,29,47,0,3.25
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,2,3,37,59,0,3
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,3,2.5,37,59,0,2.5
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,4,2,36,58,0,2
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,5,1.85,27,43,0,1.85
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,6,1.9,20,32,0,1.9
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,7,3.4,36,58,0,3.4
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,8,2.7,44,71,0,2.7
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,9,3,38,61,0,3
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,10,2.9,36,58,0,2.9
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,11,4.1,67,109,0,4.1
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,12,3.6,46,74,0,3.6
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,13,4.9,43,69,0,4.9
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,14,3.6,44,71,0,3.6
"Apalachicola","NFWF-1",2016,7,11,"Bulkhead",3,"Summer","Shell",300,15,3.4,59,95,0,3.4
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,1,0.65,3,5,0,0.65
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,2,0.6,3,5,0,0.6
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,3,1.2,7,11,0,1.2
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,4,0.6,2,3,0,0.6
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,5,1.4,20,32,0,1.4
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,6,1.75,25,40,0,1.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,7,0.65,0,1,0,0.65
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,8,0.7,4,7,0,0.7
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,9,1.1,12,20,0,1.1
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,10,0.65,4,6,0,0.65
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,11,0.65,3,5,0,0.65
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,12,0.65,4,7,0,0.65
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,13,1,13,22,0,1
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,14,0.55,2,4,0,0.55
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",100,15,0.75,2,4,0,0.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,1,0.7,2,4,0,0.7
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,2,0.6,1,2,0,0.6
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,3,0.75,2,4,0,0.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,4,0.5,0,0,0,0.5
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,5,0.8,5,8,0,0.8
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,6,0.45,0,0,0,0.45
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,7,0.45,1,2,0,0.45
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,8,0.45,0,0,0,0.45
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,9,0.55,1,1,0,0.55
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,10,0.75,6,9,0,0.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,11,0.45,0,0,0,0.45
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,12,0.45,0,0,0,0.45
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,13,0.65,2,4,0,0.65
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,14,0.6,5,8,0,0.6
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",0,15,0.55,1,2,0,0.55
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,1,2.5,31,51,0,2.5
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,2,3.25,64,103,0,3.25
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,3,2.6,54,88,0,2.6
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,4,1.7,18,30,0,1.7
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,5,3.1,66,107,0,3.1
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,6,3.9,75,121,0,3.9
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,7,6.2,122,198,0,6.2
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,8,7.5,54,88,0,7.5
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,9,5,91,148,0,5
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,10,3.1,67,109,0,3.1
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,11,2.1,37,59,0,2.1
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,12,2.2,45,73,0,2.2
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,13,2.3,20,33,0,2.3
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,14,2.75,47,76,0,2.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",300,15,3,46,74,0,3
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,1,6.6,152,247,0,6.6
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,2,4,78,126,0,4
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,3,1.5,24,38,0,1.5
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,4,8.25,98,159,0,8.25
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,5,2.5,41,67,0,2.5
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,6,3.75,60,98,0,3.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,7,4.1,74,120,0,4.1
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,8,3,53,85,0,3
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,9,3.6,73,118,0,3.6
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,10,3.8,85,138,0,3.8
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,11,11.75,165,267,0,11.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,12,2.5,41,66,0,2.5
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,13,6.5,102,166,0,6.5
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,14,6.75,97,157,0,6.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",400,15,6,93,151,0,6
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,1,1.9,27,43,0,1.9
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,2,4.75,84,136,0,4.75
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,3,3.35,79,128,0,3.35
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,4,2,30,48,0,2
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,5,2.4,40,64,0,2.4
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,6,4.1,61,99,0,4.1
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,7,2.3,40,65,0,2.3
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,8,5.3,52,84,0,5.3
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,9,1.1,7,11,0,1.1
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,10,1.7,17,28,0,1.7
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,11,1.9,46,75,0,1.9
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,12,4.45,90,145,0,4.45
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,13,2.9,34,55,0,2.9
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,14,2.3,37,60,0,2.3
"Apalachicola","NFWF-1",2016,8,15,"Hotel Bar",3,"Summer","Shell",200,15,3.2,44,71,0,3.2
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,1,4.4,61,99,0,4.4
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,2,4.6,89,144,0,4.6
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,3,5.1,70,114,0,5.1
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,4,14.85,346,562,0,14.85
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,5,5.8,75,122,0,5.8
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,6,1.6,7,11,0,1.6
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,7,1.35,8,13,0,1.35
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,8,1.75,16,25,0,1.75
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,9,2,11,19,0,2
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,10,1.5,10,16,0,1.5
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,11,2.4,17,28,0,2.4
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,12,2.5,18,30,0,2.5
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,13,7.25,124,201,0,7.25
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,14,2.8,31,50,0,2.8
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",300,15,5,67,108,0,5
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",100,1,1.85,13,21,0,1.85
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",100,2,0.55,1,2,0,0.55
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",100,3,0.6,0,1,0,0.6
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",100,4,0.65,1,2,0,0.65
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",100,5,0.95,3,4,0,0.95
"Apalachicola","NFWF-1",2016,7,19,"Dry Bar",3,"Summer","Shell",100,6,0.95,4,7,0,0.95
