"Harvested","Processed","Round","Bay","Site","Ident","Midpoint","Side_of_Boat","Sample_ID","Quadrat","Weight_kg","Adults_75mm","Seed_26_74mm","Spat_0_25mm","Live","Dead","notes","Project","RowID","LocationID"
"8/8/2017 12:00:00 AM","8/25/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP2","MP2","Port","DB-MP2-P5","5","0","0","0","0","0","0","nothing in quadrat","NRDA_STA","735","308143"
"8/8/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Starboard","DB-MP1-S1","1","6.8","0","9","28","37","9","","NRDA_STA","736","308141"
"8/8/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Starboard","DB-MP1-S2","2","5.31","0","14","21","35","9","","NRDA_STA","737","308141"
"8/8/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Starboard","DB-MP1-S3","3","10.44","0","17","71","88","7","","NRDA_STA","738","308141"
"8/8/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Starboard","DB-MP1-S4","4","3.18","0","6","7","13","5","","NRDA_STA","739","308141"
"8/8/2017 12:00:00 AM","8/30/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Starboard","DB-MP1-S5","5","5.99","0","12","33","45","6","","NRDA_STA","740","308141"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Bow","DB-MP1-B1","1","2.98","0","3","14","17","4","","NRDA_STA","741","308141"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Bow","DB-MP1-B2","2","7.74","0","18","6","24","2","","NRDA_STA","742","308141"
"8/8/2017 12:00:00 AM","8/25/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Bow","DB-MP1-B3","3","2.89","0","12","11","23","3","","NRDA_STA","743","308141"
"8/8/2017 12:00:00 AM","8/25/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Bow","DB-MP1-B4","4","2.37","0","11","3","14","1","","NRDA_STA","744","308141"
"8/8/2017 12:00:00 AM","8/30/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Bow","DB-MP1-B5","5","4.06","0","19","17","36","11","","NRDA_STA","745","308141"
"8/8/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Port","DB-MP1-P1","1","15.29","0","35","124","159","16","","NRDA_STA","746","308141"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP2","MP1","Port","DB-MP1-P2","2","12.41","0","28","178","206","7","","NRDA_STA","747","308143"
"8/8/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Port","DB-MP1-P3","3","12.13","0","24","166","190","17","","NRDA_STA","748","308141"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP2","MP1","Port","DB-MP1-P4","4","10.05","0","37","115","152","11","","NRDA_STA","749","308143"
"8/8/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Doyle Bayou","DBMP1","MP1","Port","DB-MP1-P5","5","11.13","0","14","95","109","19","","NRDA_STA","750","308141"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Bow","EPL-MP1-B1","1","0.14","0","0","1","1","1","","NRDA_STA","751","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Bow","EPL-MP1-B2","2","0.9","0","0","0","0","0","","NRDA_STA","752","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Bow","EPL-MP1-B3","3","0","0","0","0","0","0","nothing in quadrat","NRDA_STA","753","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Bow","EPL-MP1-B4","4","1.25","0","0","1","1","1","","NRDA_STA","754","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Bow","EPL-MP1-B5","5","1.06","0","0","0","0","0","","NRDA_STA","755","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Starboard","EPL-MP1-S1","1","0.65","0","0","1","1","4","","NRDA_STA","756","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Starboard","EPL-MP1-S2","2","0.5","0","0","1","1","1","","NRDA_STA","757","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Starboard","EPL-MP1-S3","3","0.63","0","0","10","10","8","","NRDA_STA","758","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Starboard","EPL-MP1-S4","4","0.71","0","0","2","2","3","","NRDA_STA","759","308150"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Starboard","EPL-MP1-S5","5","0.66","0","0","4","4","2","","NRDA_STA","760","308150"
"8/7/2017 12:00:00 AM","8/18/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Port","EPL-MP1-P1","1","1.43","0","0","0","0","1","","NRDA_STA","761","308150"
"8/7/2017 12:00:00 AM","8/18/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Port","EPL-MP1-P2","2","1.17","0","0","0","0","1","","NRDA_STA","762","308150"
"8/7/2017 12:00:00 AM","8/18/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Port","EPL-MP1-P3","3","1.31","0","0","0","0","1","","NRDA_STA","763","308150"
"8/7/2017 12:00:00 AM","8/18/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Port","EPL-MP1-P4","4","0.86","0","0","0","0","0","","NRDA_STA","764","308150"
"8/7/2017 12:00:00 AM","8/18/2017 12:00:00 AM","Round 1","St. Andrews","East of Power Lines Ridge","EPLMP","MP1","Port","EPL-MP1-P5","5","0.54","0","0","1","1","3","","NRDA_STA","765","308150"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Starboard","GP-MP1-S1","1","1.97","2","6","1","9","11","","NRDA_STA","766","308156"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Starboard","GP-MP1-S2","2","2.06","0","6","0","6","0","","NRDA_STA","767","308156"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Starboard","GP-MP1-S3","3","2.24","0","7","0","7","4","","NRDA_STA","768","308156"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Starboard","GP-MP1-S4","4","2.32","0","7","1","8","15","","NRDA_STA","769","308156"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Starboard","GP-MP1-S5","5","0.87","0","1","1","2","2","","NRDA_STA","770","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Port","GP-MP1-P1","1","2.36","0","10","1","11","12","","NRDA_STA","771","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Port","GP-MP1-P2","2","3.31","0","12","3","15","12","","NRDA_STA","772","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Port","GP-MP1-P3","3","1.86","0","2","10","12","13","","NRDA_STA","773","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Port","GP-MP1-P4","4","0.69","0","2","2","4","3","","NRDA_STA","774","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Port","GP-MP1-P5","5","4.92","0","27","20","47","43","","NRDA_STA","775","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Bow","GP-MP1-B1","1","6.04","1","18","9","28","39","","NRDA_STA","776","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Bow","GP-MP1-B2","2","1.48","0","5","2","7","11","","NRDA_STA","777","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Bow","GP-MP1-B3","3","3.49","0","19","6","25","33","","NRDA_STA","778","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Bow","GP-MP1-B4","4","2.41","1","3","5","9","7","","NRDA_STA","779","308156"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Goose Point","GPMP","MP1","Bow","GP-MP1-B5","5","4.15","0","13","1","14","26","","NRDA_STA","780","308156"
"8/9/2017 12:00:00 AM","","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Starboard","LOBP-MP1-S1","1","","","","","","","sample missing","NRDA_STA","781","308165"
"8/9/2017 12:00:00 AM","","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Starboard","LOBP-MP1-S2","2","","","","","","","sample missing","NRDA_STA","782","308165"
"8/9/2017 12:00:00 AM","","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Starboard","LOBP-MP1-S3","3","","","","","","","sample missing","NRDA_STA","783","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Starboard","LOBP-MP1-S4","4","0.71","0","0","0","0","4","","NRDA_STA","784","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Starboard","LOBP-MP1-S5","5","0.97","0","0","0","0","3","","NRDA_STA","785","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Bow","LOBP-MP1-B1","1","0.58","0","0","0","0","35","","NRDA_STA","786","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Bow","LOBP-MP1-B2","2","1.72","0","3","6","9","128","","NRDA_STA","787","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Bow","LOBP-MP1-B3","3","0.86","0","0","3","3","1","","NRDA_STA","788","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Bow","LOBP-MP1-B4","4","1.24","0","0","1","1","32","","NRDA_STA","789","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Bow","LOBP-MP1-B5","5","0.9","0","1","3","4","33","","NRDA_STA","790","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Port","LOBP-MP1-P1","1","1.01","0","0","15","15","53","","NRDA_STA","791","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Port","LOBP-MP1-P2","2","1.38","0","3","16","19","48","","NRDA_STA","792","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Port","LOBP-MP1-P3","3","0.98","0","0","1","1","8","","NRDA_STA","793","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Port","LOBP-MP1-P4","4","1.34","0","3","15","18","64","","NRDA_STA","794","308165"
"8/9/2017 12:00:00 AM","8/10/2017 12:00:00 AM","Round 1","St. Andrews","Little Oyster Bar Point","LOBMP","MP1","Port","LOBP-MP1-P5","5","1.06","0","4","8","12","40","","NRDA_STA","795","308165"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Starboard","NB-MP1-S1","1","0.1","0","0","0","0","0","","NRDA_STA","796","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Starboard","NB-MP1-S2","2","0.67","0","1","0","1","6","","NRDA_STA","797","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Starboard","NB-MP1-S3","3","0.43","0","0","0","0","0","","NRDA_STA","798","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Starboard","NB-MP1-S4","4","0.11","0","0","0","0","0","","NRDA_STA","799","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Starboard","NB-MP1-S5","5","0.2","0","0","0","0","0","","NRDA_STA","800","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Bow","NB-MP1-B1","1","0","0","0","0","0","0","Nothing in quadrat","NRDA_STA","801","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Bow","NB-MP1-B2","2","0.31","0","0","0","0","1","","NRDA_STA","802","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Bow","NB-MP1-B3","3","0","0","0","0","0","0","nothing in quadrat","NRDA_STA","803","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Bow","NB-MP1-B4","4","0","0","0","0","0","0","nothing in quadrat","NRDA_STA","804","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Bow","NB-MP1-B5","5","0.16","0","0","0","0","1","","NRDA_STA","805","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Port","NB-MP1-P1","1","1.43","0","0","6","6","2","","NRDA_STA","806","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Port","NB-MP1-P2","2","1.68","4","5","18","27","3","","NRDA_STA","807","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Port","NB-MP1-P3","3","4.53","0","7","6","13","4","","NRDA_STA","808","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Port","NB-MP1-P4","4","2.52","0","4","2","6","4","","NRDA_STA","809","308167"
"8/7/2017 12:00:00 AM","8/15/2017 12:00:00 AM","Round 1","St. Andrews","Newman Bayou Bar","NBBMP","MP1","Port","NB-MP1-P5","5","3.29","0","0","0","0","2","","NRDA_STA","810","308167"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Bow","OLOBR-MP1-B1","1","2.86","0","0","7","7","20","","NRDA_STA","811","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Bow","OLOBR-MP1-B2","2","1.22","0","0","0","0","37","","NRDA_STA","812","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Bow","OLOBR-MP1-B3","3","2.71","0","0","0","0","50","","NRDA_STA","813","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Bow","OLOBR-MP1-B4","4","2.18","0","0","0","0","48","","NRDA_STA","814","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Bow","OLOBR-MP1-B5","5","7.68","0","2","0","2","139","","NRDA_STA","815","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Port","OLOBR-MP1-P1","1","0.75","0","0","4","4","8","","NRDA_STA","816","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Port","OLOBR-MP1-P2","2","1.12","0","2","9","11","62","","NRDA_STA","817","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Port","OLOBR-MP1-P3","3","1.55","0","3","8","11","91","","NRDA_STA","818","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Port","OLOBR-MP1-P4","4","1.84","0","0","6","6","67","","NRDA_STA","819","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Port","OLOBR-MP1-P5","5","2.22","0","0","0","0","57","","NRDA_STA","820","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Starboard","OLOBR-MP1-S1","1","2.28","0","2","4","6","19","","NRDA_STA","821","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Starboard","OLOBR-MP1-S2","2","1.21","0","1","6","7","15","","NRDA_STA","822","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Starboard","OLOBR-MP1-S3","3","0.87","0","0","5","5","22","","NRDA_STA","823","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Starboard","OLOBR-MP1-S4","4","1.44","0","1","7","8","27","","NRDA_STA","824","308174"
"8/9/2017 12:00:00 AM","8/11/2017 12:00:00 AM","Round 1","St. Andrews","Off Little Oyster Bar Ridge","OLOBMP","MP1","Starboard","OLOBR-MP1-S5","5","2.67","0","6","14","20","67","","NRDA_STA","825","308174"
"8/8/2017 12:00:00 AM","8/30/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Port","SCR-MP1-P1","1","2.43","3","6","14","23","44","","NRDA_STA","826","308180"
"8/8/2017 12:00:00 AM","8/30/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Port","SCR-MP1-P2","2","4.28","6","27","39","72","98","","NRDA_STA","827","308180"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Port","SCR-MP1-P3","3","3.5","0","19","58","77","31","","NRDA_STA","828","308180"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Port","SCR-MP1-P4","4","4.09","5","23","45","73","30","","NRDA_STA","829","308180"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Port","SCR-MP1-P5","5","6.97","0","22","23","45","65","","NRDA_STA","830","308180"
"8/8/2017 12:00:00 AM","8/25/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Starboard","SCR-MP1-S1","1","2.35","0","1","6","7","35","","NRDA_STA","831","308180"
"8/8/2017 12:00:00 AM","8/30/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Starboard","SCR-MP1-S2","2","3.48","1","0","14","15","108","","NRDA_STA","832","308180"
"8/8/2017 12:00:00 AM","8/25/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Starboard","SCR-MP1-S3","3","0.71","0","1","3","4","20","","NRDA_STA","833","308180"
"8/8/2017 12:00:00 AM","8/25/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Starboard","SCR-MP1-S4","4","1.44","0","2","3","5","54","","NRDA_STA","834","308180"
"8/8/2017 12:00:00 AM","8/25/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Starboard","SCR-MP1-S5","5","1.29","0","0","0","0","10","","NRDA_STA","835","308180"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Bow","SCR-MP1-B1","1","7.93","2","42","40","84","68","","NRDA_STA","836","308180"
"8/8/2017 12:00:00 AM","8/22/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Bow","SCR-MP1-B2","2","5.87","1","20","19","40","31","","NRDA_STA","837","308180"
"8/8/2017 12:00:00 AM","8/25/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Bow","SCR-MP1-B3","3","2.05","0","3","8","11","36","","NRDA_STA","838","308180"
"8/8/2017 12:00:00 AM","8/30/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Bow","SCR-MP1-B4","4","4.51","1","24","26","51","82","","NRDA_STA","839","308180"
"8/8/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","South Channel Ridge","SCMP","MP1","Bow","SCR-MP1-B5","5","6.87","6","41","63","110","72","","NRDA_STA","840","308180"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP2","Port","WBP-MP2-P1","1","4.48","0","9","120","129","8","","NRDA_STA","841","308184"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP2","MP2","Port","WBP-MP2-P2","2","5.84","0","13","165","178","17","","NRDA_STA","842","308185"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP2","Port","WBP-MP2-P3","3","3.91","0","4","105","109","11","","NRDA_STA","843","308184"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP2","MP2","Port","WBP-MP2-P4","4","4.17","0","15","170","185","27","","NRDA_STA","844","308185"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP2","Port","WBP-MP2-P5","5","5.67","0","10","64","74","48","","NRDA_STA","845","308184"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP2","MP2","Starboard","WBP-MP2-S1","1","4.46","2","5","98","105","5","","NRDA_STA","846","308185"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP2","Starboard","WBP-MP2-S2","2","5.09","0","9","124","133","10","","NRDA_STA","847","308184"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP2","MP2","Starboard","WBP-MP2-S3","3","4.44","0","2","87","89","12","","NRDA_STA","848","308185"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP2","Starboard","WBP-MP2-S4","4","2.65","0","11","62","73","12","","NRDA_STA","849","308184"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP2","MP2","Starboard","WBP-MP2-S5","5","6.71","0","18","192","210","38","","NRDA_STA","850","308185"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP2","MP2","Bow","WBP-MP2-B1","1","3.94","0","19","222","241","24","","NRDA_STA","851","308185"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP2","Bow","WBP-MP2-B2","2","7.18","0","10","291","301","37","","NRDA_STA","852","308184"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP2","MP2","Bow","WBP-MP2-B3","3","6.41","1","10","337","348","24","","NRDA_STA","853","308185"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP2","Bow","WBP-MP2-B4","4","3.51","0","8","85","93","15","","NRDA_STA","854","308184"
"8/7/2017 12:00:00 AM","8/23/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP2","MP2","Bow","WBP-MP2-B5","5","7.51","0","16","335","351","27","","NRDA_STA","855","308185"
"8/7/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP1","Starboard","WBP-MP1-S1","1","1.39","0","6","14","20","1","","NRDA_STA","856","308184"
"8/7/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP1","Starboard","WBP-MP1-S2","2","2.06","0","9","32","41","7","","NRDA_STA","857","308184"
"8/7/2017 12:00:00 AM","8/21/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP1","Starboard","WBP-MP1-S3","3","3.2","0","6","49","55","12","","NRDA_STA","858","308184"
"8/7/2017 12:00:00 AM","8/18/2017 12:00:00 AM","Round 1","St. Andrews","West Bay Point","WBPMP1","MP1","Starboard","WBP-MP1-S4","4","7.38","0","13","72","85","22","","NRDA_STA","859","308184"
