"Date","Bay","Site","Quadrat","Weight","Legal","Sublegal","Spat","Total_Live","Total_Dead","Month","Day","Year","Full_year","Period","season"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",5,2.6,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",1,3.13,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",2,0.95,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",3,2.68,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",4,2.17,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",5,2.24,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",1,2.78,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",2,2.29,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",3,2.41,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",4,1.8,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"9/17/2019 12:00:00 AM","Apalachicola","North Spur",5,1.44,0,0,0,0,0,9,17,2019,"2019-09-17",9,"Summer"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",1,2.61,0,7,16,23,1,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",2,0.95,0,0,0,0,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",3,1.5,0,0,3,3,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",4,1.76,0,0,2,2,3,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",5,0.68,0,0,3,3,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",1,1.42,0,1,10,11,1,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",2,0.96,0,1,7,8,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",3,1.29,0,0,11,11,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",4,0.94,0,0,1,1,1,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",5,1.69,0,0,22,22,1,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",1,1.1,0,0,1,1,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",2,1.04,0,4,3,7,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",3,1.14,0,1,9,10,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",4,1.54,0,0,5,5,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",5,0.92,0,1,3,4,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",1,2.97,0,1,8,9,2,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",2,1.55,0,0,4,4,2,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",3,2.64,0,1,8,9,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",4,1.68,0,0,6,6,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",5,2.87,0,2,21,23,1,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",1,1.58,0,3,6,9,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",2,1,0,0,1,1,1,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",3,1.41,0,1,10,11,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",4,2.87,0,0,14,14,1,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",5,2.87,0,4,9,13,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",1,1.3,0,0,2,2,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",2,1.4,0,2,10,12,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",3,1.97,0,1,11,12,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",4,1.55,0,0,7,7,0,11,5,2019,"2019-11-05",10,"Winter"
"11/5/2019 12:00:00 AM","Apalachicola","Redfish Creek #1",5,1.6,0,0,4,4,1,11,5,2019,"2019-11-05",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",1,3.01,0,8,26,34,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",2,3.43,0,2,29,31,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",3,3.33,0,2,15,17,1,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",4,2.51,0,3,12,15,1,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",5,1.11,0,0,6,6,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",1,1.7,0,3,6,9,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",2,1.79,0,0,6,6,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",3,3.6,0,0,8,8,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",4,1.9,0,1,7,8,1,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",5,2.2,0,0,13,13,1,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",1,1.91,0,3,22,25,2,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",2,2.05,0,2,13,15,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",3,2.45,0,0,7,7,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",4,0.92,0,0,12,12,0,10,28,2019,"2019-10-28",10,"Winter"
"10/28/2019 12:00:00 AM","Apalachicola","Redfish Creek #2",5,3.23,0,4,10,14,0,10,28,2019,"2019-10-28",10,"Winter"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",1,0.97,0,2,0,2,3,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",2,1.15,0,3,3,6,10,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",3,1.1,0,2,0,2,33,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",4,1.79,0,2,5,7,11,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",5,2.22,0,0,0,0,1,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",1,1.67,1,3,6,10,5,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",2,2.48,0,0,2,2,3,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",3,0.8,0,1,3,4,1,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",4,0.6,0,1,0,1,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",5,1.66,0,4,2,6,1,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",1,1.51,0,7,3,10,5,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",2,1.2,0,0,1,1,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",3,0.86,0,1,0,1,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",4,2.35,0,5,5,10,1,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Crooked Creek Point",5,2.1,0,0,1,1,4,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",1,1.32,0,0,2,2,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",3,0.25,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",5,0.17,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",1,0.22,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",3,0.5,0,0,0,0,1,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",5,0.17,0,0,0,0,4,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",1,0.13,0,0,0,0,1,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",2,0.21,0,1,1,2,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",3,0,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",5,0,0,0,0,0,0,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",1,6.8,0,9,28,37,9,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",2,5.31,0,14,21,35,9,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",3,10.44,0,17,71,88,7,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",4,3.18,0,6,7,13,5,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",5,5.99,0,12,33,45,6,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",1,2.98,0,3,14,17,4,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",2,7.74,0,18,6,24,2,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",3,2.89,0,12,11,23,3,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",4,2.37,0,11,3,14,1,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",5,4.06,0,19,17,36,11,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",1,15.29,0,35,124,159,16,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",2,12.41,0,28,178,206,7,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",3,12.13,0,24,166,190,17,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",4,10.05,0,37,115,152,11,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","Doyle Bayou",5,11.13,0,14,95,109,19,8,8,2017,"2017-08-08",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",1,0.14,0,0,1,1,1,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",2,0.9,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",3,0,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",4,1.25,0,0,1,1,1,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",5,1.06,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",1,0.65,0,0,1,1,4,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",2,0.5,0,0,1,1,1,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",3,0.63,0,0,10,10,8,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",4,0.71,0,0,2,2,3,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",5,0.66,0,0,4,4,2,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",1,1.43,0,0,0,0,1,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",2,1.17,0,0,0,0,1,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",3,1.31,0,0,0,0,1,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",4,0.86,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","East of Power Lines Ridge",5,0.54,0,0,1,1,3,8,7,2017,"2017-08-07",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",1,1.97,2,6,1,9,11,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",2,2.06,0,6,0,6,0,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",3,2.24,0,7,0,7,4,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",4,2.32,0,7,1,8,15,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",5,0.87,0,1,1,2,2,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",1,2.36,0,10,1,11,12,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",2,3.31,0,12,3,15,12,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",3,1.86,0,2,10,12,13,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",4,0.69,0,2,2,4,3,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",5,4.92,0,27,20,47,43,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",1,6.04,1,18,9,28,39,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",2,1.48,0,5,2,7,11,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",3,3.49,0,19,6,25,33,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",4,2.41,1,3,5,9,7,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Goose Point",5,4.15,0,13,1,14,26,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",1,NA,NA,NA,NA,NA,NA,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",2,NA,NA,NA,NA,NA,NA,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",3,NA,NA,NA,NA,NA,NA,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",4,0.71,0,0,0,0,4,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",5,0.97,0,0,0,0,3,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",1,0.58,0,0,0,0,35,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",2,1.72,0,3,6,9,128,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",3,0.86,0,0,3,3,1,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",4,1.24,0,0,1,1,32,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",5,0.9,0,1,3,4,33,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",1,1.01,0,0,15,15,53,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",2,1.38,0,3,16,19,48,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",3,0.98,0,0,1,1,8,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",4,1.34,0,3,15,18,64,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Little Oyster Bar Point",5,1.06,0,4,8,12,40,8,9,2017,"2017-08-09",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",1,0.1,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",2,0.67,0,1,0,1,6,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",3,0.43,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",4,0.11,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",5,0.2,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",1,0,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",2,0.31,0,0,0,0,1,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",3,0,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",4,0,0,0,0,0,0,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",5,0.16,0,0,0,0,1,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",1,1.43,0,0,6,6,2,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",2,1.68,4,5,18,27,3,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",3,4.53,0,7,6,13,4,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",4,2.52,0,4,2,6,4,8,7,2017,"2017-08-07",5,"Summer"
"8/7/2017 12:00:00 AM","St. Andrews","Newman Bayou Bar",5,3.29,0,0,0,0,2,8,7,2017,"2017-08-07",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",1,2.86,0,0,7,7,20,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",2,1.22,0,0,0,0,37,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",3,2.71,0,0,0,0,50,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",4,2.18,0,0,0,0,48,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",5,7.68,0,2,0,2,139,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",1,0.75,0,0,4,4,8,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",2,1.12,0,2,9,11,62,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",3,1.55,0,3,8,11,91,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",4,1.84,0,0,6,6,67,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",5,2.22,0,0,0,0,57,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",1,2.28,0,2,4,6,19,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",2,1.21,0,1,6,7,15,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",3,0.87,0,0,5,5,22,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",4,1.44,0,1,7,8,27,8,9,2017,"2017-08-09",5,"Summer"
"8/9/2017 12:00:00 AM","St. Andrews","Off Little Oyster Bar Ridge",5,2.67,0,6,14,20,67,8,9,2017,"2017-08-09",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",1,2.43,3,6,14,23,44,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",2,4.28,6,27,39,72,98,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",3,3.5,0,19,58,77,31,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",4,4.09,5,23,45,73,30,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",5,6.97,0,22,23,45,65,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",1,2.35,0,1,6,7,35,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",2,3.48,1,0,14,15,108,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",3,0.71,0,1,3,4,20,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",4,1.44,0,2,3,5,54,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",5,1.29,0,0,0,0,10,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",1,7.93,2,42,40,84,68,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",2,5.87,1,20,19,40,31,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",3,2.05,0,3,8,11,36,8,8,2017,"2017-08-08",5,"Summer"
"8/8/2017 12:00:00 AM","St. Andrews","South Channel Ridge",4,4.51,1,24,26,51,82,8,8,2017,"2017-08-08",5,"Summer"
