"Project","Year","Month","Day","Site","Period","Season","Bottom","Cultch","Quadrat","Weight","Spat","Sublegal","Legal"
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,7,0.5,1,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,8,0.55,0,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,9,0.45,0,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,10,0.6,0,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,11,0.6,1,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,12,0.45,0,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,13,0.55,0,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,14,0.4,2,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",0,15,0.45,3,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,1,1.3,2,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,2,1.4,0,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,3,1.3,4,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,4,3.75,4,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,5,1.5,2,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,6,2,4,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,7,1.6,1,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,8,4,4,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,9,2.5,1,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,10,1,2,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,11,1.6,3,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,12,1.35,3,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,13,3.1,2,0,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,14,4,35,4,0
"NFWF_1",2017,1,18,"Dry Bar",4,"Winter","Shell",200,15,1.1,4,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,1,0.5,0,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,2,0.3,2,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,3,0.35,1,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,4,0.25,0,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,5,0.35,2,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,6,0.35,3,1,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,7,0.35,2,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,8,0.3,1,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,9,0.25,2,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,10,0.45,5,1,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,11,0.2,4,1,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,12,0.3,0,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,13,0.5,1,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,14,0.35,0,0,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",0,15,0.3,3,1,0
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,1,4.5,239,47,9
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,2,3.1,224,44,8
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,3,0.8,77,15,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,4,0.8,31,6,1
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,5,1.05,83,16,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,6,1.5,91,18,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,7,1.6,96,19,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,8,1,75,15,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,9,1.2,30,6,1
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,10,1.9,33,7,1
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,11,2.5,115,23,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,12,1.1,37,7,1
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,13,0.9,55,11,2
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,14,1,50,10,2
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",200,15,1.9,48,9,2
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,1,1.9,122,24,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,2,1.5,53,10,2
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,3,1.5,92,18,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,4,1.75,92,18,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,5,2,117,23,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,6,2,121,24,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,7,2,134,27,5
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,8,2,148,29,5
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,9,2.4,126,25,5
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,10,0.9,52,10,2
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,11,1.5,87,17,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,12,1.8,111,22,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,13,1.25,92,18,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,14,1.8,157,31,6
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",100,15,1.4,67,13,2
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,1,2,143,28,5
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,2,1.9,258,51,10
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,3,1.5,94,19,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,4,2.2,115,23,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,5,1.1,78,15,3
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,6,6.5,280,55,10
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,7,3,111,22,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,8,4.1,256,51,9
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,9,4,174,34,6
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,10,1.5,103,20,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,11,2.75,229,45,8
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,12,2.9,159,31,6
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,13,2.6,207,41,8
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,14,5.1,561,111,21
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",400,15,4.4,289,57,11
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,1,2.2,306,60,11
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,2,2.5,288,57,11
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,3,1.75,188,37,7
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,4,1.4,207,41,8
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,5,2.5,416,82,15
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,6,5,523,103,19
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,7,3.4,287,57,11
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,8,3.8,387,76,14
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,9,2.4,241,48,9
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,10,6.2,370,73,14
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,11,3.8,262,52,10
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,12,2.5,109,22,4
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,13,4.6,423,84,16
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,14,3.45,275,54,10
"NFWF_1",2017,4,11,"Bulkhead",5,"Summer","Shell",300,15,2.15,179,35,7
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,1,0.5,20,4,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,2,0.75,29,6,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,3,0.45,9,2,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,4,0.6,6,1,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,5,0.5,20,4,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,6,0.5,4,1,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,7,0.7,22,4,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,8,0.85,26,5,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,9,0.85,33,7,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,10,1,65,13,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,11,0.85,6,1,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,12,0.7,12,2,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,13,0.7,22,4,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,14,1,10,2,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",100,15,0.75,16,3,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,1,0.5,2,0,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,2,0.7,7,1,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,3,0.5,8,2,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,4,0.45,6,1,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,5,0.45,0,0,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,6,0.25,0,0,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,7,0.4,12,2,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,8,0.55,10,2,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,9,0.6,15,3,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,10,0.3,3,1,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,11,0.35,2,0,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,12,0.45,2,0,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,13,0.3,7,1,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,14,0.4,5,1,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",0,15,0.45,9,2,0
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,1,1.8,71,14,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,2,2.5,58,11,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,3,2.5,77,15,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,4,1.6,41,8,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,5,1.1,60,12,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,6,2.3,45,9,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,7,2.6,67,13,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,8,4,146,29,5
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,9,2.4,170,34,6
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,10,3.2,132,26,5
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,11,1.8,28,6,1
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,12,2.1,115,23,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,13,2.1,97,19,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,14,2.5,62,12,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",300,15,2.2,73,14,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,1,2.4,139,27,5
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,2,2,149,29,6
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,3,2,115,23,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,4,2.6,60,12,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,5,3.5,99,20,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,6,5,403,80,15
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,7,2.5,56,11,2
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,8,3,103,20,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,9,2.5,92,18,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,10,2,71,14,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,11,4.2,256,51,9
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,12,3,243,48,9
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,13,2.15,151,30,6
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,14,3.5,125,25,5
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",400,15,2.3,71,14,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,1,1.65,100,20,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,2,1,93,18,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,3,1.2,70,14,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,4,2,223,44,8
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,5,1.3,97,19,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,6,3.35,155,31,6
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,7,5.4,409,81,15
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,8,2.9,145,29,5
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,9,3.5,254,50,9
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,10,0.9,83,16,3
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,11,2.2,118,23,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,12,4.5,364,72,14
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,13,3.4,119,24,4
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,14,3.25,127,25,5
"NFWF_1",2017,4,19,"Hotel Bar",5,"Summer","Shell",200,15,3,184,36,7
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,1,3.8,14,3,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,2,2.9,23,4,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,3,3.2,11,2,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,4,3.65,15,3,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,5,2.65,38,8,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,6,4.5,49,10,2
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,7,2.3,9,2,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,8,2.8,8,2,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,9,4,15,3,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,10,3.6,19,4,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,11,4.5,8,2,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,12,4.9,32,6,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,13,4.3,24,5,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,14,5.35,35,7,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",300,15,3.4,12,2,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,1,0.6,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,2,0.65,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,3,0.7,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,4,0.75,2,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,5,0.65,2,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,6,0.65,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,7,0.4,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,8,0.55,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,9,0.45,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,10,0.9,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,11,0.5,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,12,0.4,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,13,0.5,5,1,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,14,0.5,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",100,15,0.75,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,1,2.6,7,1,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,2,2.4,1,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,3,1.5,2,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,4,1.95,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,5,2.1,1,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,6,2.3,1,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,7,2.2,5,1,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,8,1.65,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,9,2.5,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,10,1.25,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,11,2.5,2,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,12,1.4,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,13,1.6,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,14,0.9,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",400,15,1,1,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,1,0.5,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,2,0.5,1,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,3,0.65,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,4,0.7,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,5,0.95,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,6,0.65,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,7,0.6,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,8,0.45,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,9,1.05,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,10,0.3,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,11,0.5,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,12,0.6,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,13,0.55,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,14,0.6,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",0,15,0.35,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,1,2,1,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,2,1.45,1,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,3,0.9,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,4,1.3,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,5,1.5,1,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,6,1.1,0,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,7,0.9,2,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,8,2.5,2,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,9,1.6,3,1,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,10,1.6,8,2,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,11,2.4,6,1,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,12,2.1,17,3,1
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,13,1.7,2,0,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,14,3.5,13,3,0
"NFWF_1",2017,4,25,"Dry Bar",5,"Summer","Shell",200,15,2.9,5,1,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,1,0.2,0,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,2,0.25,1,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,3,0.3,4,1,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,4,0.3,6,1,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,5,0.3,7,1,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,6,0.25,11,2,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,7,0.25,2,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,8,0.2,2,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,9,0.25,2,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,10,0.3,2,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,11,0.35,2,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,12,0.25,1,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,13,0.25,2,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,14,0.3,1,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",0,15,0.45,7,1,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,1,0.6,45,9,2
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,2,0.45,33,7,1
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,3,1.25,148,29,5
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,4,0.8,54,11,2
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,5,0.9,100,20,4
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,6,1.2,53,11,2
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,7,2.2,171,34,6
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,8,1.15,211,42,8
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,9,0.9,53,10,2
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,10,0.95,53,11,2
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,11,1,92,18,3
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,12,1.5,137,27,5
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,13,1.5,62,12,2
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,14,1.5,103,20,4
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",200,15,0.8,80,16,3
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,1,0.5,9,2,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,2,0.25,4,1,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,3,0.5,28,6,1
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,4,0.25,2,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,5,0.3,0,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,6,0.25,8,2,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,7,0.45,35,7,1
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,8,0.45,11,2,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,9,0.9,40,8,1
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,10,0.3,0,0,0
"NFWF_1",2017,7,3,"Bulkhead",5,"Summer","Shell",100,11,0.25,2,0,0
