"Bay","Site","Quadrat","Weight_kg","Adults","Seed","Spat","Total Live","Total Dead","Month","Day","Year","Date","Period","Season"
"Apalachicola Bay","Hotel Bar",1,0.93,0,0,5,5,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",2,0.42,0,0,2,2,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",3,1.02,0,0,1,1,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",4,0.53,0,0,5,5,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",5,0.63,0,0,1,1,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",1,0.56,0,0,0,0,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",2,1.01,0,0,3,3,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",3,0.96,0,0,1,1,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",4,1.08,0,0,7,7,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Hotel Bar",5,0.79,0,0,9,9,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",1,0.68,0,2,3,5,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",2,1.73,1,9,7,17,1,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",3,2.33,1,8,12,21,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",4,2.76,0,6,31,37,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",5,1.95,0,3,30,33,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",1,2.91,0,9,17,26,1,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",2,2.91,0,2,6,8,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",3,2.03,0,0,19,19,1,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",4,3.73,2,7,7,16,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",5,3.31,0,11,6,17,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",1,0.58,0,0,3,3,1,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",2,0.86,0,0,4,4,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",3,2.51,1,9,6,16,1,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",4,1.74,1,3,2,6,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",5,0.95,0,4,9,13,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",1,1.69,0,0,2,2,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",2,0.52,0,0,4,4,1,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",3,0.67,0,0,6,6,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",4,0.48,0,0,0,0,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",5,1.22,1,4,40,45,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",1,0.67,0,0,2,2,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",2,0.98,0,1,10,11,3,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",3,0.66,0,0,7,7,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",4,0.65,0,0,8,8,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",5,0.81,0,0,27,27,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",1,0.78,0,2,3,5,2,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",2,0.68,0,1,7,8,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",3,0.41,0,0,9,9,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",4,0.96,0,2,11,13,2,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Lighthouse",5,0.88,0,2,31,33,0,9,22,2021,2021-09-22,13,"Summer"
"Apalachicola Bay","Little Gully",1,1.11,0,1,23,24,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",2,1.32,0,0,15,15,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",3,1,0,0,13,13,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",4,0.9,0,0,50,50,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",5,1.06,0,0,6,6,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",1,1.48,0,1,21,22,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",2,1.23,0,0,17,17,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",3,1.96,0,0,24,24,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",4,0.76,0,1,11,12,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",5,1.02,0,0,13,13,2,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",1,0.98,0,1,26,27,2,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",2,1.14,0,0,6,6,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",3,0.99,0,0,5,5,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",4,1.24,0,1,23,24,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",5,1.27,0,0,34,34,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",1,0.76,0,0,5,5,2,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",2,0.81,0,0,7,7,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",3,0.84,0,0,2,2,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",4,3.62,0,2,33,35,5,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",5,1.22,0,0,6,6,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",1,3.4,0,0,0,0,4,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",2,0.97,0,0,9,9,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",3,1.19,0,0,17,17,3,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",4,0.51,0,0,1,1,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",5,1.08,0,0,6,6,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",1,2.56,0,0,20,20,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",2,2.68,0,1,8,9,2,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",3,3.06,0,0,22,22,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",4,2.44,0,0,9,9,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Little Gully",5,3.08,0,1,11,12,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",1,1.03,0,0,10,10,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",2,1.24,0,0,5,5,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",3,0.8,0,0,3,3,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",4,0.44,0,0,13,13,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",5,1.37,0,0,3,3,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",1,0.72,0,1,9,10,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",2,0.79,0,1,10,11,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",3,0.89,0,0,3,3,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",4,0.88,0,0,4,4,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",5,1.31,0,1,6,7,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",1,3.71,0,0,4,4,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",2,1.31,0,0,12,12,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",3,3.25,0,2,9,11,1,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",4,1.62,0,0,8,8,0,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","North Spur",5,1.88,0,0,7,7,2,9,21,2021,2021-09-21,13,"Summer"
"Apalachicola Bay","Normans Bar",1,3.49,2,16,22,40,6,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,2.22,1,4,6,11,4,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,0.86,0,0,2,2,4,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,1.63,0,13,11,24,7,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,1.71,2,8,15,25,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,1.56,1,8,22,31,7,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,1.11,0,5,11,16,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,0.71,0,4,6,10,5,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,1.23,0,7,21,28,6,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,0.64,0,2,8,10,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,1,0,0,6,6,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,0.54,0,1,3,4,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,0.98,0,8,7,15,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,1.23,0,1,11,12,4,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,1.56,0,5,28,33,5,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,2.55,0,11,13,24,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,2.25,0,9,14,23,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,1.64,1,11,13,25,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,2.22,0,4,16,20,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,2.67,0,6,15,21,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,1.13,0,7,8,15,4,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,1.45,0,3,5,8,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,2.51,1,9,8,18,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,1.2,0,4,2,6,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,1.43,0,1,6,7,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,1.71,1,2,0,3,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,1.55,0,2,8,10,4,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,1.86,0,3,5,8,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,1.71,0,3,3,6,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,1.52,0,8,24,32,5,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",1,0,0,0,0,0,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",2,0,0,0,0,0,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",3,0,0,0,0,0,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",4,0.23,0,0,9,9,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",5,0.94,1,4,33,38,7,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",1,0,0,0,0,0,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",2,0.31,0,0,14,14,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",3,0.21,0,0,0,0,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",4,0.36,0,3,10,13,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",5,0,0,0,0,0,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",1,0.23,0,0,0,0,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",2,0.65,0,2,14,16,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",3,0.45,1,0,16,17,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",4,0.18,0,0,4,4,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",5,0.31,0,1,12,13,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",1,0.24,0,0,2,2,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",2,0.75,0,5,28,33,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",3,0.74,0,1,22,23,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",4,0.24,0,1,12,13,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",5,0.76,0,2,27,29,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",1,1.15,0,7,66,73,9,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",2,0.37,0,1,5,6,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",3,0.3,0,1,5,6,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",4,0.36,0,2,13,15,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",5,0.07,0,0,1,1,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",1,0.38,0,3,14,17,5,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",2,0.35,0,1,25,26,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",3,0.54,0,0,14,14,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",4,0.54,0,0,10,10,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Cat Point",5,0.88,0,0,17,17,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,1.15,1,2,16,19,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,1.28,0,3,12,15,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,0.25,0,0,6,6,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,0.45,0,0,5,5,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,1.52,0,3,39,42,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,1.58,0,2,24,26,12,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,0.85,0,2,8,10,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,0.53,0,0,3,3,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,1.16,0,3,15,18,6,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,1.27,0,0,12,12,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,1.79,0,4,14,18,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,1.73,0,3,3,6,1,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,0.95,0,1,4,5,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,1.26,0,2,11,13,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,2.85,2,9,24,35,5,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,2.01,0,6,23,29,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,2.28,0,1,18,19,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,1.18,0,1,8,9,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,5.6,0,6,30,36,5,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,1.93,0,2,24,26,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,1.71,0,1,34,35,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,2.86,0,2,15,17,2,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,0.89,0,0,6,6,4,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,2.91,1,1,26,28,7,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,3,0,1,10,11,6,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",1,4.31,0,5,7,12,3,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",2,2.16,0,3,12,15,4,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",3,3.03,0,1,20,21,4,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",4,4.32,0,6,24,30,11,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola Bay","Normans Bar",5,1.15,0,0,0,0,0,12,2,2021,2021-12-02,14,"Winter"
"Apalachicola","Bayou Flats",1,3.24,0,0,11,11,1,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",2,3.54,0,0,4,4,0,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",3,2.86,0,0,0,0,1,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",4,2.33,0,0,1,1,0,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",5,5.32,0,0,8,8,1,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",1,1.88,0,0,1,1,2,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",2,2.64,0,0,4,4,0,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",3,3.97,0,0,3,3,0,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",4,3.89,0,0,4,4,0,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",5,3.82,0,0,6,6,1,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",1,2.28,0,0,0,0,0,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",2,0.95,0,0,2,2,2,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",3,1.31,0,0,6,6,0,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",4,2.55,0,0,3,3,1,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Bayou Flats",5,1.82,0,0,4,4,2,11,5,2019,2019-11-05,10,"Winter"
"Apalachicola","Cabbage Lumps",1,1.41,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",2,1.12,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",3,2,0,1,0,1,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",4,1.6,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",5,1.27,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",1,2.42,0,0,6,6,1,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",2,2.65,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",3,1.47,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",4,0.48,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",5,2.04,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",1,1.68,0,0,1,1,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",2,1.55,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",3,1.64,0,0,1,1,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",4,1.48,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Lumps",5,2.14,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",1,0.97,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",2,0.82,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",3,0.78,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",4,1.03,0,0,1,1,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",5,1.32,0,1,0,1,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",1,1.01,0,1,1,2,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",2,0.55,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",3,0.36,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",4,0.41,0,1,0,1,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",5,0.31,0,0,3,3,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",1,0.33,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",2,0.81,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",3,0.78,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",4,0.64,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",5,0.69,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",1,0,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",2,0,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",3,0,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",4,0,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",5,0,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",1,1.34,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",2,0.26,0,0,1,1,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",3,0,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",4,0,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",5,0,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",1,1.48,0,0,0,0,1,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",2,1.13,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",3,0.34,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",4,0.17,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cabbage Top",5,0.98,0,0,0,0,0,9,17,2019,2019-09-17,9,"Summer"
"Apalachicola","Cat Point",1,1.94,0,4,4,8,4,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",2,0.88,0,0,1,1,1,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",3,1.26,0,1,4,5,2,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",4,0.94,0,1,2,3,1,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",5,0.49,0,0,1,1,0,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",1,1.1,0,2,3,5,2,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",2,2.51,0,3,6,9,1,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",3,1.1,0,4,2,6,1,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",4,2.47,0,0,5,5,2,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",5,0.43,0,0,3,3,0,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",1,0.73,0,1,0,1,0,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",2,0.41,0,0,3,3,2,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",3,0.61,0,2,1,3,2,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",4,0.75,0,3,1,4,0,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",5,0.75,0,2,4,6,3,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",1,0.92,0,0,3,3,2,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",2,1.04,0,0,2,2,0,12,10,2019,2019-12-10,10,"Winter"
"Apalachicola","Cat Point",3,1.07,0,0,0,0,0,12,10,2019,2019-12-10,10,"Winter"
