"Bay","Site","Quadrat","Weight_kg","Adults","Seed","Spat","Total Live","Total Dead","Month","Day","Year","Date","Period","Season"
"St. Andrews","Goose Point",5,0.15,0,0,5,5,1,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",1,6.35,1,60,141,202,13,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",2,6.22,0,64,93,157,10,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",3,6.01,1,55,119,175,8,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",4,5.02,1,42,82,125,6,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Goose Point",5,8.4,1,83,139,223,6,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","South Channel Ridge",1,2.44,0,36,63,99,5,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",2,2.11,0,23,80,103,5,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",3,2.46,2,34,78,114,13,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",4,3.28,0,31,101,132,7,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",5,1.95,0,25,84,109,2,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",1,1.62,2,5,22,29,1,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",2,3.67,2,49,138,189,6,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",3,1.56,0,15,79,94,5,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",4,2.39,2,43,140,185,15,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",5,2.17,1,15,88,104,7,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",1,2.92,0,26,135,161,8,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",2,3.85,0,51,177,228,7,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",3,2.94,0,50,119,169,12,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",4,1.94,1,34,67,102,2,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","South Channel Ridge",5,3.15,1,41,94,136,10,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Little Oyster Bar Point",1,3.35,0,77,52,129,3,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",2,3.66,2,74,89,165,21,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",3,4.72,0,62,82,144,16,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",4,2.71,0,52,42,94,20,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",5,2.76,0,46,43,89,24,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",1,2.06,0,28,26,54,7,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",2,1.43,0,30,37,67,3,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",3,0.78,1,27,32,60,3,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",4,1.92,0,50,45,95,12,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",5,2.3,0,38,61,99,1,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",1,2.66,2,88,101,191,18,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",2,2.9,1,78,78,157,10,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",3,3.4,0,61,76,137,10,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",4,4.22,0,88,120,208,6,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Little Oyster Bar Point",5,3.46,0,58,57,115,12,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Doyle Bayou",1,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",3,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",5,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",1,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",3,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",5,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",1,0.25,0,0,0,0,1,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",2,0.29,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",3,0,0,0,0,0,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",4,0.29,0,2,0,2,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",5,0.37,0,2,1,3,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",1,2.84,0,32,85,117,3,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",2,4.07,0,24,45,69,6,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",3,2.51,0,24,47,71,4,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",4,4.13,0,25,46,71,2,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",5,3.17,0,18,59,77,6,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",1,1.08,0,6,7,13,1,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",2,1.4,0,8,16,24,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",3,2.02,0,13,19,32,1,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",4,5.15,0,32,77,109,4,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",5,1.96,0,10,28,38,3,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",1,2.19,0,14,26,40,0,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",2,3.64,0,18,53,71,3,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",3,4.06,0,22,50,72,1,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",4,4.98,0,11,70,81,4,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Doyle Bayou",5,6.14,0,20,54,74,5,"05","08","2018",2018-05-08,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,5.06,6,108,50,164,12,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,5.41,4,125,43,172,13,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,5.68,1,136,64,201,10,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,4.52,1,91,51,143,11,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,5.84,4,104,47,155,23,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,8.02,5,127,93,225,17,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,7.02,9,121,73,203,26,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,6.34,0,88,60,148,12,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,7.14,9,127,67,203,7,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,8.76,5,134,104,243,8,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,3.28,2,71,46,119,16,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,4.11,1,120,66,187,19,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,4.03,2,97,56,155,7,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,3.31,4,65,37,106,9,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,5.32,4,126,73,203,14,"05","14","2018",2018-05-14,6,"Winter"
"St. Andrews","Crooked Creek Point",1,0.97,0,2,0,2,3,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",2,1.15,0,3,3,6,10,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",3,1.1,0,2,0,2,33,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",4,1.79,0,2,5,7,11,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",5,2.22,0,0,0,0,1,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",1,1.67,1,3,6,10,5,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",2,2.48,0,0,2,2,3,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",3,0.8,0,1,3,4,1,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",4,0.6,0,1,0,1,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",5,1.66,0,4,2,6,1,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",1,1.51,0,7,3,10,5,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",2,1.2,0,0,1,1,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",3,0.86,0,1,0,1,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",4,2.35,0,5,5,10,1,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Crooked Creek Point",5,2.1,0,0,1,1,4,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",1,1.32,0,0,2,2,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",3,0.25,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",5,0.17,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",1,0.22,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",2,0,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",3,0.5,0,0,0,0,1,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",5,0.17,0,0,0,0,4,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",1,0.13,0,0,0,0,1,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",2,0.21,0,1,1,2,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",3,0,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",4,0,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",5,0,0,0,0,0,0,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",1,6.8,0,9,28,37,9,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",2,5.31,0,14,21,35,9,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",3,10.44,0,17,71,88,7,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",4,3.18,0,6,7,13,5,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",5,5.99,0,12,33,45,6,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",1,2.98,0,3,14,17,4,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",2,7.74,0,18,6,24,2,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",3,2.89,0,12,11,23,3,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",4,2.37,0,11,3,14,1,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",5,4.06,0,19,17,36,11,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",1,15.29,0,35,124,159,16,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",2,12.41,0,28,178,206,7,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",3,12.13,0,24,166,190,17,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",4,10.05,0,37,115,152,11,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","Doyle Bayou",5,11.13,0,14,95,109,19,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","East Power Lines",1,0.14,0,0,1,1,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",2,0.9,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",3,0,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",4,1.25,0,0,1,1,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",5,1.06,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",1,0.65,0,0,1,1,4,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",2,0.5,0,0,1,1,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",3,0.63,0,0,10,10,8,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",4,0.71,0,0,2,2,3,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",5,0.66,0,0,4,4,2,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",1,1.43,0,0,0,0,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",2,1.17,0,0,0,0,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",3,1.31,0,0,0,0,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",4,0.86,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","East Power Lines",5,0.54,0,0,1,1,3,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Goose Point",1,1.97,2,6,1,9,11,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",2,2.06,0,6,0,6,0,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",3,2.24,0,7,0,7,4,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",4,2.32,0,7,1,8,15,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",5,0.87,0,1,1,2,2,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",1,2.36,0,10,1,11,12,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",2,3.31,0,12,3,15,12,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",3,1.86,0,2,10,12,13,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",4,0.69,0,2,2,4,3,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",5,4.92,0,27,20,47,43,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",1,6.04,1,18,9,28,39,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",2,1.48,0,5,2,7,11,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",3,3.49,0,19,6,25,33,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",4,2.41,1,3,5,9,7,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Goose Point",5,4.15,0,13,1,14,26,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",1,NA,NA,NA,NA,NA,NA,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",2,NA,NA,NA,NA,NA,NA,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",3,NA,NA,NA,NA,NA,NA,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",4,0.71,0,0,0,0,4,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",5,0.97,0,0,0,0,3,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",1,0.58,0,0,0,0,35,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",2,1.72,0,3,6,9,128,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",3,0.86,0,0,3,3,1,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",4,1.24,0,0,1,1,32,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",5,0.9,0,1,3,4,33,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",1,1.01,0,0,15,15,53,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",2,1.38,0,3,16,19,48,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",3,0.98,0,0,1,1,8,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",4,1.34,0,3,15,18,64,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Little Oyster Bar Point",5,1.06,0,4,8,12,40,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Newman Bayou Bar",1,0.1,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",2,0.67,0,1,0,1,6,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",3,0.43,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",4,0.11,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",5,0.2,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",1,0,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",2,0.31,0,0,0,0,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",3,0,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",4,0,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",5,0.16,0,0,0,0,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",1,1.43,0,0,6,6,2,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",2,1.68,4,5,18,27,3,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",3,4.53,0,7,6,13,4,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",4,2.52,0,4,2,6,4,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Newman Bayou Bar",5,3.29,0,0,0,0,2,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,2.86,0,0,7,7,20,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,1.22,0,0,0,0,37,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,2.71,0,0,0,0,50,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,2.18,0,0,0,0,48,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,7.68,0,2,0,2,139,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,0.75,0,0,4,4,8,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,1.12,0,2,9,11,62,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,1.55,0,3,8,11,91,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,1.84,0,0,6,6,67,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,2.22,0,0,0,0,57,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",1,2.28,0,2,4,6,19,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",2,1.21,0,1,6,7,15,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",3,0.87,0,0,5,5,22,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",4,1.44,0,1,7,8,27,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","Off Little Oyster Bar Ridge",5,2.67,0,6,14,20,67,"08","09","2017",2017-08-09,4,"Winter"
"St. Andrews","South Channel Ridge",1,2.43,3,6,14,23,44,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",2,4.28,6,27,39,72,98,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",3,3.5,0,19,58,77,31,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",4,4.09,5,23,45,73,30,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",5,6.97,0,22,23,45,65,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",1,2.35,0,1,6,7,35,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",2,3.48,1,0,14,15,108,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",3,0.71,0,1,3,4,20,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",4,1.44,0,2,3,5,54,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",5,1.29,0,0,0,0,10,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",1,7.93,2,42,40,84,68,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",2,5.87,1,20,19,40,31,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",3,2.05,0,3,8,11,36,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",4,4.51,1,24,26,51,82,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","South Channel Ridge",5,6.87,6,41,63,110,72,"08","08","2017",2017-08-08,4,"Winter"
"St. Andrews","West Bay Point",1,4.48,0,9,120,129,8,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",2,5.84,0,13,165,178,17,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",3,3.91,0,4,105,109,11,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",4,4.17,0,15,170,185,27,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",5,5.67,0,10,64,74,48,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",1,4.46,2,5,98,105,5,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",2,5.09,0,9,124,133,10,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",3,4.44,0,2,87,89,12,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",4,2.65,0,11,62,73,12,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",5,6.71,0,18,192,210,38,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",1,3.94,0,19,222,241,24,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",2,7.18,0,10,291,301,37,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",3,6.41,1,10,337,348,24,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",4,3.51,0,8,85,93,15,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",5,7.51,0,16,335,351,27,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",1,1.39,0,6,14,20,1,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",2,2.06,0,9,32,41,7,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",3,3.2,0,6,49,55,12,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",4,7.38,0,13,72,85,22,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",5,2.81,0,18,18,36,19,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",1,0,0,0,0,0,0,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",2,0.55,0,4,7,11,5,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",3,1.52,0,12,5,17,18,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",4,6.39,0,3,107,110,10,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",5,4.43,0,3,54,57,10,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",1,3.78,0,3,64,67,13,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",2,6.4,0,8,184,192,21,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",3,2.46,0,3,44,47,3,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",4,6.61,1,2,108,111,14,"08","07","2017",2017-08-07,4,"Winter"
"St. Andrews","West Bay Point",5,6.01,0,11,103,114,22,"08","07","2017",2017-08-07,4,"Winter"
